vendorID,lpepPickupDatetime,passengerCount,tripDistance,pickupLongitude,pickupLatitude,dropoffLongitude,dropoffLatitude,totalAmount
2,1420149933,1,2.56,-73.84442139,40.72192383,-73.80889893,40.73469162,12.3
2,1420150263,1,1.59,-73.95747375,40.71803665,-73.95224762,40.73455429,9.2
2,1420149961,4,3.57,-73.87420654,40.73500824,-73.84327698,40.69954681,14.3
2,1420149841,6,3.47,-73.92176056,40.76670837,-73.97018433,40.76234818,14.8
2,1420150227,1,1.47,-73.96389008,40.8030014,-73.94178772,40.79864883,10.4
2,1420150158,1,1.84,-73.98052216,40.67636871,-73.95088959,40.67072678,9.8
2,1420150240,1,1.06,-73.96201324,40.71344757,-73.94875336,40.7096138,10.55
2,1420149809,1,5.24,-73.95114899,40.71136093,-73.87341309,40.74253082,18.8
2,1420149979,1,1.72,-73.86922455,40.74930191,-73.89746094,40.74923706,10.3
2,1420140145,1,7.97,-73.86917877,40.73405838,-73.96430206,40.68106842,25.3
2,1420140141,1,3.73,-73.95754242,40.71790314,-73.89880371,40.70955276,16.3
2,1420140106,1,5.98,-73.94210052,40.81229019,-73.86231232,40.82221985,22.3
2,1420140569,1,4.61,-73.94438171,40.81417847,-73.93068695,40.86835861,16.3
2,1420140426,2,2.67,-73.98706818,40.70246887,-73.98722076,40.6934967,12.3
2,1420140043,6,3.24,-73.81891632,40.70907211,-73.84712982,40.7220459,11.8
2,1420139680,1,7.57,-73.91091156,40.67618179,-73.99144745,40.73518372,25.8
2,1420140391,1,4.03,-73.95609283,40.7140274,-73.96250916,40.68668365,18.2
2,1420140156,1,3.54,-73.92111969,40.76670837,-73.87812805,40.73953629,17.8
2,1420140282,1,5.32,-73.92572021,40.74374771,-73.98812103,40.72809219,19.8
2,1420139334,1,27.45,-73.99008179,40.70259857,-73.78998566,40.64339447,72
2,1420139827,2,11.85,-73.84302521,40.84003067,-73.87257385,40.76391602,39.63
2,1420140315,6,4.41,-73.96216583,40.71608734,-73.95374298,40.66557312,17.5
2,1420140218,1,5.37,-73.94124603,40.68204498,-73.99142456,40.72457123,24.2
2,1420139977,1,6.02,-73.94159698,40.81289673,-73.97861481,40.74511337,26.6
2,1420140117,1,6.94,-73.92767334,40.69273376,-74.0123291,40.67695618,23.8
2,1420140337,1,4.42,-73.88341522,40.74772263,-73.91947174,40.70990372,17.8
2,1420140352,1,9.57,-73.94242096,40.80642319,-74.00028992,40.71424103,34.4
2,1420140208,6,4.16,-73.95449829,40.78973389,-73.97689819,40.7477417,20
2,1420140251,1,7.88,-73.96347046,40.71018982,-73.91647339,40.78024292,25.8
2,1420140523,1,5.56,-73.96966553,40.69315338,-74.00314331,40.74568176,21.3
2,1420140378,1,4.75,-73.88989258,40.74710464,-73.90247345,40.69960403,18.3
2,1420139776,1,6.29,-73.99337006,40.68984604,-73.99501801,40.75598145,26.3
2,1420140362,1,5.3,-73.95677185,40.74472809,-73.98300171,40.74947739,26.6
2,1420139363,1,2.09,-73.93516541,40.79641724,-73.9088974,40.81840134,9.8
2,1420140495,1,16.18,-73.92120361,40.76681137,-73.83341217,40.67295837,45.3
2,1420140395,3,13.27,-73.93764496,40.80451202,-73.94400024,40.70051193,40.8
2,1420140457,1,12.56,-73.83040619,40.75949478,-73.91375732,40.69202042,57.68
2,1420139912,5,1.73,-73.94966125,40.80186081,-73.94237518,40.82209778,9.3
2,1420138984,1,4.12,-73.95992279,40.67766571,-73.95755005,40.72218323,15.8
2,1420140322,1,6.2,-73.87102509,40.73394775,-73.96367645,40.75883865,27.3
2,1420139510,6,1.17,-73.92528534,40.82741547,-73.9111557,40.83469391,7.8
